order_id,output
07ae65ec-c048-4b05-9fd5-114fee44f62e,"{""rootcause"": [{""title"": ""设备掉电"", ""location"": ""SubNetwork=8,ManagedElement=174612,Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}]}"
07c300f7-bf9e-46bc-88de-ce7ad5276010,"{""rootcause"": [{""title"": ""射频单元CPRI接口异常告警"", ""location"": ""柜号:0; 框号:225; 槽号:0; 端口号:端口0; 端口号:NULL; 类型:MRRU; :""}]}"
08cc24a7-d384-4d87-89a0-c7306e84afd3,"{""rootcause"": [{""title"": ""射频单元驻波告警"", ""location"": ""柜号:0; 框号:91; 槽号:0; :3; 类型:MRRU; 告警(0.1):15; (0.1):15; 输出(0.1dBm):379; 端口:NULL""}, {""title"": ""射频单元驻波告警"", ""location"": ""柜号:0; 框号:91; 槽号:0; :3; 类型:MRRU; 告警(0.1):15; (0.1):15; 输出(0.1dBm):374; 端口:NULL""}]}"
094c8124-cb2a-4792-9a50-f780b53adf22,"{""rootcause"": [{""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:2-HFM; 本地:195; :FDD; 柜号:0; 框号:159; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:2-HFM-FD-195; eNodeB:86248; :195; :异常""}, {""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:2-HFM; 本地:195; :FDD; 柜号:0; 框号:153; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:2-HFM-FD-195; eNodeB:86248; :195; :异常""}, {""title"": ""BBU CPRI接口异常告警"", ""location"": ""柜号:0; 框号:0; 槽号:0; 端口号:3; 端口号:0; 类型:UBBP; :""}]}"
09bfca5b-75c1-42c2-b5fd-5d6d7822d71e,"{""rootcause"": [{""title"": ""BBU IR接口异常告警"", ""location"": ""柜号:0; 框号:0; 槽号:1; 端口号:0; 端口号:0; 类型:LBBP; :""}]}"
0a884a84-bd68-4390-906e-67cbbfe80c74,"{""rootcause"": [{""title"": ""光口链路故障"", ""location"": ""SubNetwork=1004,ManagedElement=1404726,Equipment=1,ReplaceableUnit=VBP_1_3,RiPort=OF2""}]}"
0b1e32c4-9318-4782-8cdc-dc8824f76b98,"{""rootcause"": [{""title"": ""RRU链路断"", ""location"": ""SubNetwork=CMCC-GZ-03,ManagedElement=12655186,Equipment=1,ReplaceableUnit=51""}]}"
0c1958be-8ece-4821-81a8-809c9fb5f986,"{""rootcause"": [{""title"": ""RRU链路断"", ""location"": ""SubNetwork=1004,ManagedElement=1394817,Equipment=1,ReplaceableUnit=65""}, {""title"": ""DU小区退服"", ""location"": ""SubNetwork=1004,ManagedElement=1394817,GNBDUFunction=460-00_1394817,NRCellDU=22""}]}"
0c75a58b-670c-44fb-a7da-ec1c8817a465,"{""rootcause"": [{""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:5-HFM; 本地:188; :FDD; 柜号:0; 框号:155; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:5-HFM-FD-188; eNodeB:500491; :188; :电源异常""}, {""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:5-HFM; 本地:187; :FDD; 柜号:0; 框号:156; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:5-HFM-FD-187; eNodeB:500491; :187; :电源异常""}, {""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:5-HFM; 本地:187; :FDD; 柜号:0; 框号:150; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:5-HFM-FD-187; eNodeB:500491; :187; :电源异常""}]}"
0e755fc0-8819-4420-b701-1f84ec0e59de,"{""rootcause"": [{""title"": ""小区不可用告警"", ""location"": ""eNodeB名称:HLF; 本地:203; :TDD; NB-IoT:FALSE; 名称:HLF-203; eNodeB:93042; :203; :异常""}, {""title"": ""小区不可用告警"", ""location"": ""eNodeB名称:HLF; 本地:209; :TDD; NB-IoT:FALSE; 名称:HLF-209; eNodeB:93042; :209; :异常""}]}"
0eacbb73-5845-409a-a1f0-ccd89a466965,"{""rootcause"": [{""title"": ""BBU CPRI接口异常告警"", ""location"": ""柜号:0; 框号:0; 槽号:0; 端口号:0; 端口号:0; 类型:UBBP; :""}]}"
0f2a154d-6f4a-4b05-b9a8-6502b110d3af,"{""rootcause"": [{""title"": ""网元连接中断"", ""location"": ""网元名称:(北)HL-D3900461755PT; 网元IP地址:100.92.5.234; 网元IP地址(IP Mode):NULL; 端口:6007; 错误:N/A; 信息:端口时; 分:MediationService0505; OMC IP:10.154.18.13""}, {""title"": ""以太网物理接口(ETPI) 信号丢失(LOS)"", ""location"": ""R4EGC[0-1-1]-GE\\:3(LTE)""}]}"
0ff09b29-0ded-465a-a684-9d78f7e9e2cd,"{""rootcause"": [{""title"": ""射频单元驻波告警"", ""location"": ""柜号:0; 框号:231; 槽号:0; :0; 类型:MRRU; 告警(0.1):18; (0.1):18; 输出(0.1dBm):302; 端口:NULL""}]}"
10070d01-21f7-4af3-bc0a-acd406e1f024,"{""rootcause"": [{""title"": ""设备掉电"", ""location"": ""SubNetwork=5309,ManagedElement=594580,Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=5309,ManagedElement=594580,Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=5309,ManagedElement=594580,Equipment=1,Rack=59,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}]}"
10735bd0-fc38-4d0b-a19e-99578d60ad51,"{""rootcause"": [{""title"": ""设备掉电"", ""location"": ""SubNetwork=6,ManagedElement=337413,Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}]}"
1117ad03-8891-4bf6-854c-612bf19fdae4,"{""rootcause"": [{""title"": ""小区关断告警"", ""location"": ""SubNetwork=CMCC-GZ-04,ManagedElement=12641069,ENBCUCPFunction=1,CULTE=1,CUEUtranCellTDDLTE=2""}, {""title"": ""小区关断告警"", ""location"": ""SubNetwork=CMCC-GZ-04,ManagedElement=12641069,ENBCUCPFunction=1,CULTE=1,CUEUtranCellTDDLTE=1""}]}"
115289c3-04a6-4d58-b68f-beb114e49795,"{""rootcause"": [{""title"": ""时钟源之间的相位差过大"", ""location"": ""SubNetwork=5301,ManagedElement=180166,Equipment=1,Rack=1,SubRack=1,Slot=2,PlugInUnit=1,SdrDeviceGroup=1""}]}"
128fe5fd-8273-44f5-ae20-b31d2e31f6bd,"{""rootcause"": [{""title"": ""[衍生告警]PTN光缆中断，单报LOS"", ""location"": ""OIXG1[0-1-6]-10GE\\:1""}, {""title"": ""[衍生告警]PTN光缆中断，单报LOS"", ""location"": ""R1EXG[0-1-3]-10GE\\:1""}, {""title"": ""网元连接中断"", ""location"": ""网元名称:()HF-D3900534235PT; 网元IP地址:100.92.55.165; 网元IP地址(IP Mode):NULL; 端口:6007; 错误:N/A; 信息:端口时; 分:MediationService0905; OMC IP:10.154.18.17""}]}"
12ea40ef-0905-4318-bb64-b6058e9229b3,"{""rootcause"": [{""title"": ""设备掉电"", ""location"": ""SubNetwork=5300,ManagedElement=595191,Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""[衍生告警]设备商甲4G小区退服"", ""location"": "":东;\n名称:;\n告警:[告警]4G;\n告警:；2\n告警时间:2026-01-19 15:10:50;""}]}"
12fb9fb0-19b0-4b39-b037-f2e479fadb8a,"{""rootcause"": [{""title"": ""射频单元IR接口异常告警"", ""location"": ""柜号:0; 框号:175; 槽号:0; 端口号:端口1; 类型:MRRU; :IR接口异常""}, {""title"": ""射频单元IR接口异常告警"", ""location"": ""柜号:0; 框号:175; 槽号:0; 端口号:端口1; 类型:MRRU; :IR接口异常""}]}"
138d35bb-8cc4-43c2-bd1b-60e657611f51,"{""rootcause"": [{""title"": ""BBU CPRI接口异常告警"", ""location"": ""柜号:0; 框号:0; 槽号:0; 端口号:0; 端口号:0; 类型:UBBP; :""}, {""title"": ""网元连接中断"", ""location"": ""网元名称:CBN-1-H5H; 网元IP地址:10.179.142.222; 网元IP地址(IP Mode):NULL; 端口:6007; 错误:N/A; 信息:端口时; 分:MediationService5708; OMC IP:10.224.27.35""}]}"
1439543f-d9f2-41bc-b617-92caddaf47be,"{""rootcause"": [{""title"": ""射频单元IR接口异常告警"", ""location"": ""柜号:0; 框号:212; 槽号:0; 端口号:端口0; 类型:MRRU; :IR接口异常""}]}"
14a00e87-f9cf-4ae1-81d7-bed3cb9b5869,"{""rootcause"": [{""title"": ""BBU IR接口异常告警"", ""location"": ""柜号:0; 框号:0; 槽号:5; 端口号:1; 端口号:0; 类型:UBBP; :IR接口异常""}]}"
14e049b3-5087-44ef-a527-55875e97a814,"{""rootcause"": [{""title"": ""射频单元交流掉电告警"", ""location"": ""柜号:0; 框号:61; 槽号:0; 类型:MRRU""}, {""title"": ""射频单元交流掉电告警"", ""location"": ""柜号:0; 框号:60; 槽号:0; 类型:MRRU""}]}"
1528130e-c8b9-4aa7-941f-caa8bd53f1c2,"{""rootcause"": [{""title"": ""射频单元驻波告警"", ""location"": ""柜号:0; 框号:231; 槽号:0; :1; 类型:MRRU; 告警(0.1):18; (0.1):19; 输出(0.1dBm):314; 端口:NULL""}]}"
15eedb14-eb04-41b3-a6b1-83da219b9958,"{""rootcause"": [{""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:1-HFM; 本地:194; :FDD; 柜号:0; 框号:157; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:1-HFM-FD-194; eNodeB:887487; :194; :电源异常""}, {""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:1-HFM; 本地:194; :FDD; 柜号:0; 框号:156; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:1-HFM-FD-194; eNodeB:887487; :194; :电源异常""}, {""title"": ""射频单元业务不可用告警"", ""location"": ""eNodeB名称:1-HFM; 本地:194; :FDD; 柜号:0; 框号:150; 槽号:0; NB-IoT:FALSE; eNodeB分:NULL; 名称:1-HFM-FD-194; eNodeB:887487; :194; :电源异常""}]}"
1600d318-ecdc-4d10-816f-9f2c6987eb9f,"{""rootcause"": [{""title"": ""设备掉电"", ""location"": ""SubNetwork=1003,ManagedElement=70955,Equipment=1,Rack=64,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""LTE小区退出服务"", ""location"": ""SubNetwork=1003,ManagedElement=70955,ENBFunctionTDD=70955,EUtranCellTDD=22""}, {""title"": ""RRU链路断"", ""location"": ""SubNetwork=1003,ManagedElement=70955,Equipment=1,Rack=63,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}]}"
174f4daa-f147-47c4-988c-b4e4cedfb47b,"{""rootcause"": [{""title"": ""输入电源断"", ""location"": ""SubNetwork=1004,ManagedElement=1002448,Equipment=1,ReplaceableUnit=A_2""}, {""title"": ""输入电源断"", ""location"": ""SubNetwork=1004,ManagedElement=1002448,Equipment=1,ReplaceableUnit=A_3""}, {""title"": ""输入电源断"", ""location"": ""SubNetwork=1004,ManagedElement=1002448,Equipment=1,ReplaceableUnit=A_1""}]}"
1790ee3c-52a1-4288-87bd-2ef708a2dddd,"{""rootcause"": [{""title"": ""射频单元交流掉电告警"", ""location"": ""柜号:0; 框号:150; 槽号:0; 类型:AIRU""}]}"
187583c2-1a80-4597-b5e9-9f53ad02e5af,"{""rootcause"": [{""title"": ""网元连接中断"", ""location"": ""网元名称:东时区1-H5W; 网元IP地址:10.179.117.186; 网元IP地址(IP Mode):NULL; 端口:6007; 错误:N/A; 信息:端口时; 分:MediationService5609; OMC IP:10.224.27.34""}]}"
18b8fdca-8812-4ec1-96ff-f7a7fe2fe82f,"{""rootcause"": [{""title"": ""输入电源断"", ""location"": ""SubNetwork=CMCC-GZ-01,ManagedElement=12779893,Equipment=1,ReplaceableUnit=53""}, {""title"": ""输入电源断"", ""location"": ""SubNetwork=CMCC-GZ-01,ManagedElement=12779893,Equipment=1,ReplaceableUnit=54""}]}"
1960b2e7-a699-45cb-aacf-df0a7c585c76,"{""rootcause"": [{""title"": ""设备掉电"", ""location"": ""SubNetwork=1003,ManagedElement=88976,Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=1003,ManagedElement=88976,Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=1003,ManagedElement=88976,Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}]}"
19a6aa1d-c189-4a3f-b216-b40c92ca0eb2,"{""rootcause"": [{""title"": ""RRU链路断"", ""location"": ""SubNetwork=CMCC-GZ-03,ManagedElement=12721241,Equipment=1,ReplaceableUnit=52""}]}"
1a4ba4ff-43b6-4b02-aef4-85b5a646b8cd,"{""rootcause"": [{""title"": ""光口链路故障"", ""location"": ""SubNetwork=1004,ManagedElement=1393289,Equipment=1,ReplaceableUnit=VBP_1_3,RiPort=OF3""}, {""title"": ""光口链路故障"", ""location"": ""SubNetwork=1004,ManagedElement=1393289,Equipment=1,ReplaceableUnit=VBP_1_3,RiPort=OF2""}, {""title"": ""光口链路故障"", ""location"": ""SubNetwork=1004,ManagedElement=1393289,Equipment=1,ReplaceableUnit=VBP_1_3,RiPort=OF1""}, {""title"": ""DU小区退服"", ""location"": ""SubNetwork=1004,ManagedElement=1393289,GNBDUFunction=460-00_1393289,NRCellDU=2""}, {""title"": ""DU小区退服"", ""location"": ""SubNetwork=1004,ManagedElement=1393289,GNBDUFunction=460-00_1393289,NRCellDU=3""}]}"
1adac637-9ad3-4c52-921b-9205a7abe5c7,"{""rootcause"": [{""title"": ""输入电源断"", ""location"": ""SubNetwork=5305,ManagedElement=2646152,Equipment=1,ReplaceableUnit=51""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=5309,ManagedElement=595187,Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""LTE小区退出服务"", ""location"": ""SubNetwork=5309,ManagedElement=595187,ENBFunctionTDD=595187,EUtranCellTDD=64""}]}"
1c639bb1-30d7-4eda-ae2e-43f3e5e5c59d,"{""rootcause"": [{""title"": ""输入电源断"", ""location"": ""SubNetwork=5301,ManagedElement=2621605,Equipment=1,ReplaceableUnit=53""}, {""title"": ""输入电源断"", ""location"": ""SubNetwork=5301,ManagedElement=2621605,Equipment=1,ReplaceableUnit=51""}]}"
1ca4b359-d361-45b7-bdd7-1c16dde676c7,"{""rootcause"": [{""title"": ""输入电源断"", ""location"": ""SubNetwork=5303,ManagedElement=2561758,Equipment=1,ReplaceableUnit=52""}, {""title"": ""输入电源断"", ""location"": ""SubNetwork=5303,ManagedElement=2561758,Equipment=1,ReplaceableUnit=53""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=5309,ManagedElement=177763,Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}, {""title"": ""输入电源断"", ""location"": ""SubNetwork=5303,ManagedElement=2561758,Equipment=1,ReplaceableUnit=51""}, {""title"": ""设备掉电"", ""location"": ""SubNetwork=5309,ManagedElement=177763,Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1""}]}"
1cb65294-7174-4545-b55c-1fb72792e0c6,"{""rootcause"": [{""title"": ""射频单元维护链路异常告警"", ""location"": ""柜号:0; 框号:111; 槽号:0; 类型:MRRU; :""}]}"
1cc2844c-8c88-4f44-a2e0-79ce53bd1a31,"{""rootcause"": [{""title"": ""网元连接中断"", ""location"": ""网元名称:HL-D3900471918PT; 网元IP地址:100.94.162.27; 网元IP地址(IP Mode):NULL; 端口:6007; 错误:N/A; 信息:端口时; 分:MediationService0906; OMC IP:10.154.18.17""}, {""title"": ""[衍生告警]PTN光缆中断，单报LOS"", ""location"": ""R1EXG[0-1-3]-10GE\\:1""}]}"
1e3a833e-b144-4e18-b3b7-87a0a2580c10,"{""rootcause"": [{""title"": ""射频单元直流掉电告警"", ""location"": ""柜号:0; 框号:113; 槽号:0; 类型:MRRU""}, {""title"": ""射频单元直流掉电告警"", ""location"": ""柜号:0; 框号:112; 槽号:0; 类型:MRRU""}, {""title"": ""射频单元直流掉电告警"", ""location"": ""柜号:0; 框号:111; 槽号:0; 类型:MRRU""}]}"
1f1db01f-b250-4b70-bda1-1803efa1d33a,"{""rootcause"": [{""title"": ""NR小区不可用告警"", ""location"": ""gNodeB名称:南东56D59002546391TF-H5W; NR:69; NR名称:南13D59002546391TF-H5W-2669; gNodeB:2546391; :69; :NRCELLNRDUCELL故障""}, {""title"": ""NR小区不可用告警"", ""location"": ""gNodeB名称:南东56D59002546391TF-H5W; NR:89; NR名称:南13D59002546391TF-H5W-2689; gNodeB:2546391; :89; :NRCELLNRDUCELL故障""}]}"
1f7b78e2-b359-4368-8a94-c79bb248bac4,"{""rootcause"": [{""title"": ""BBU CPRI接口异常告警"", ""location"": ""柜号:0; 框号:0; 槽号:2; 端口号:0; 端口号:0; 类型:UBBP; :CPRI接口异常""}, {""title"": ""NR小区不可用告警"", ""location"": ""gNodeB名称:CBN-北9北1-H5H; NR:33; NR名称:CBN-北9北1-H5H#北40东北-0733; gNodeB:1406278; :33; :NRCELLNRDUCELL故障""}]}"
1fc35381-673c-418b-8f9c-5cb582f5f9a7,"{""rootcause"": [{""title"": ""RRU功率检测异常"", ""location"": ""sbn=7310,NodeMe=473748,Equipment=1,rack=57,shelf=1,board=1""}]}"
200c5061-224f-41e8-9a1f-f911f7737c33,"{""rootcause"": [{""title"": ""射频单元驻波告警"", ""location"": ""柜号:0; 框号:205; 槽号:0; :1; 类型:MRRU; 告警(0.1):20; (0.1):20; 输出(0.1dBm):307; 端口:NULL""}]}"
208ddd4e-dc0a-44d5-afee-05904bc5d932,"{""rootcause"": [{""title"": ""单板硬件故障告警"", ""location"": ""柜号:0; 框号:0; 槽号:19; 类型:UPEU; :""}]}"
216cda18-55ee-4961-93d0-7224590928c9,"{""rootcause"": [{""title"": ""NR小区不可用告警"", ""location"": ""gNodeB名称:南东56D59002546391TF-H5W; NR:69; NR名称:南13D59002546391TF-H5W-2669; gNodeB:2546391; :69; :NRCELLNRDUCELL故障""}, {""title"": ""NR小区不可用告警"", ""location"": ""gNodeB名称:南东56D59002546391TF-H5W; NR:89; NR名称:南13D59002546391TF-H5W-2689; gNodeB:2546391; :89; :NRCELLNRDUCELL故障""}]}"
21f2d94c-67e7-42bf-b2fa-e024f1af1bfe,"{""rootcause"": [{""title"": ""射频单元驻波告警"", ""location"": ""柜号:0; 框号:72; 槽号:0; :0; 类型:MRRU; 告警(0.1):20; (0.1):20; 输出(0.1dBm):392; 端口:NULL""}]}"
23e33950-1b31-4b36-8cec-ed225f0e53d9,"{""rootcause"": [{""title"": ""射频单元直流掉电告警"", ""location"": ""柜号:0; 框号:91; 槽号:0; 类型:MRRU""}]}"
24ca72c7-4470-4656-8c43-1141c0a68da6,"{""rootcause"": [{""title"": ""DU小区退服"", ""location"": ""SubNetwork=CMCC-GZ-01,ManagedElement=12649383,GNBDUFunction=460-15_12649383,NRCellDU=3109""}, {""title"": ""DU小区退服"", ""location"": ""SubNetwork=CMCC-GZ-01,ManagedElement=12649383,GNBDUFunction=460-00_12649383,NRCellDU=109""}]}"
25a37559-7249-4fe0-bfd9-97007b9f7c5d,"{""rootcause"": [{""title"": ""射频单元时钟异常告警"", ""location"": ""柜号:0; 框号:175; 槽号:0; 类型:AIRU""}]}"
